patch_id,labels,split,country,s1_name,s2v1_name,contains_seasonal_snow,contains_cloud_or_shadow,s2_product,s1_product,s1_mission
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_34_80,"[""Broad-leaved forest"", ""Mixed forest"", ""Pastures""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_34_80,S2A_MSIL2A_20170704T112111_34_80,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_32_81,"[""Broad-leaved forest"", ""Mixed forest"", ""Pastures""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_32_81,S2A_MSIL2A_20170704T112111_32_81,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_32_87,"[""Arable land"", ""Broad-leaved forest"", ""Mixed forest""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_32_87,S2A_MSIL2A_20170704T112111_32_87,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_07_60,"[""Broad-leaved forest"", ""Mixed forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_7_60,S2A_MSIL2A_20170617T113321_7_60,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_05_70,"[""Broad-leaved forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_5_70,S2A_MSIL2A_20170617T113321_5_70,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_84_48,"[""Broad-leaved forest"", ""Coniferous forest"", ""Mixed forest""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_84_48,S2A_MSIL2A_20170701T093031_84_48,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_06_60,"[""Broad-leaved forest"", ""Coniferous forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_6_60,S2A_MSIL2A_20170617T113321_6_60,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_10_05,"[""Broad-leaved forest"", ""Complex cultivation patterns"", ""Coniferous forest"", ""Mixed forest""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_10_5,S2A_MSIL2A_20170704T112111_10_5,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_20_88,"[""Broad-leaved forest"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_20_88,S2A_MSIL2A_20170704T112111_20_88,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_01_46,"[""Broad-leaved forest"", ""Complex cultivation patterns"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_1_46,S2A_MSIL2A_20170704T112111_1_46,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_64_08,"[""Broad-leaved forest"", ""Coniferous forest"", ""Mixed forest""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_64_8,S2A_MSIL2A_20170701T093031_64_8,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_12_46,"[""Arable land"", ""Broad-leaved forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_12_46,S2A_MSIL2A_20170617T113321_12_46,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_89_83,"[""Broad-leaved forest"", ""Mixed forest"", ""Pastures""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_89_83,S2A_MSIL2A_20170613T101031_89_83,False,True,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_53_03,"[""Broad-leaved forest"", ""Mixed forest"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_53_3,S2A_MSIL2A_20170704T112111_53_3,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_47_01,"[""Broad-leaved forest"", ""Complex cultivation patterns"", ""Mixed forest""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_47_1,S2A_MSIL2A_20170704T112111_47_1,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_26_80,"[""Broad-leaved forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_26_80,S2A_MSIL2A_20170617T113321_26_80,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_00_52,"[""Broad-leaved forest"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_0_52,S2A_MSIL2A_20170704T112111_0_52,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_07_57,"[""Arable land"", ""Broad-leaved forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_7_57,S2A_MSIL2A_20170617T113321_7_57,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_31_78,"[""Broad-leaved forest"", ""Coniferous forest"", ""Mixed forest"", ""Pastures"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_31_78,S2A_MSIL2A_20170704T112111_31_78,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_62_00,"[""Broad-leaved forest"", ""Coniferous forest"", ""Mixed forest"", ""Transitional woodland, shrub""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_62_0,S2A_MSIL2A_20170701T093031_62_0,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_11_87,"[""Broad-leaved forest"", ""Coniferous forest""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_11_87,S2A_MSIL2A_20170704T112111_11_87,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_04_70,"[""Broad-leaved forest"", ""Coniferous forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_4_70,S2A_MSIL2A_20170617T113321_4_70,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_09_66,"[""Arable land"", ""Broad-leaved forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_9_66,S2A_MSIL2A_20170617T113321_9_66,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_03_65,"[""Broad-leaved forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_3_65,S2A_MSIL2A_20170617T113321_3_65,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_18_88,"[""Broad-leaved forest"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_18_88,S2A_MSIL2A_20170704T112111_18_88,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_43_90,"[""Broad-leaved forest""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_43_90,S2A_MSIL2A_20170704T112111_43_90,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_12_85,"[""Broad-leaved forest""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_12_85,S2A_MSIL2A_20170704T112111_12_85,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_34_78,"[""Broad-leaved forest"", ""Coniferous forest"", ""Mixed forest""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_34_78,S2A_MSIL2A_20170704T112111_34_78,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_83_80,"[""Broad-leaved forest"", ""Mixed forest""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_83_80,S2A_MSIL2A_20170613T101031_83_80,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_08_61,"[""Broad-leaved forest"", ""Mixed forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_8_61,S2A_MSIL2A_20170617T113321_8_61,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_45_78,"[""Broad-leaved forest"", ""Mixed forest""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_45_78,S2A_MSIL2A_20170704T112111_45_78,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_70_81,"[""Broad-leaved forest"", ""Mixed forest"", ""Pastures""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_70_81,S2A_MSIL2A_20170613T101031_70_81,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_79_76,"[""Broad-leaved forest"", ""Complex cultivation patterns"", ""Mixed forest"", ""Pastures""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_79_76,S2A_MSIL2A_20170613T101031_79_76,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_38_87,"[""Broad-leaved forest"", ""Mixed forest""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_38_87,S2A_MSIL2A_20170704T112111_38_87,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_82_77,"[""Broad-leaved forest"", ""Coniferous forest"", ""Mixed forest"", ""Pastures""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_82_77,S2A_MSIL2A_20170613T101031_82_77,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_45_03,"[""Broad-leaved forest"", ""Complex cultivation patterns""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_45_3,S2A_MSIL2A_20170704T112111_45_3,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_86_85,"[""Broad-leaved forest"", ""Coniferous forest""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_86_85,S2A_MSIL2A_20170613T101031_86_85,False,True,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_71_07,"[""Broad-leaved forest"", ""Coniferous forest"", ""Mixed forest"", ""Transitional woodland, shrub""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_71_7,S2A_MSIL2A_20170701T093031_71_7,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_64_11,"[""Broad-leaved forest"", ""Coniferous forest"", ""Mixed forest""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_64_11,S2A_MSIL2A_20170701T093031_64_11,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_45_80,"[""Broad-leaved forest"", ""Mixed forest""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_45_80,S2A_MSIL2A_20170704T112111_45_80,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_02_39,"[""Broad-leaved forest"", ""Complex cultivation patterns"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_2_39,S2A_MSIL2A_20170704T112111_2_39,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_81_77,"[""Broad-leaved forest"", ""Coniferous forest"", ""Mixed forest"", ""Pastures""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_81_77,S2A_MSIL2A_20170613T101031_81_77,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_89_46,"[""Broad-leaved forest"", ""Coniferous forest"", ""Mixed forest""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_89_46,S2A_MSIL2A_20170701T093031_89_46,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_13_86,"[""Broad-leaved forest"", ""Coniferous forest""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_13_86,S2A_MSIL2A_20170704T112111_13_86,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_79_90,"[""Broad-leaved forest"", ""Mixed forest""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_79_90,S2A_MSIL2A_20170613T101031_79_90,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_32_82,"[""Broad-leaved forest"", ""Mixed forest"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_32_82,S2A_MSIL2A_20170704T112111_32_82,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_85_84,"[""Broad-leaved forest"", ""Coniferous forest"", ""Mixed forest""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_85_84,S2A_MSIL2A_20170613T101031_85_84,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_47_00,"[""Broad-leaved forest"", ""Complex cultivation patterns"", ""Mixed forest""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_47_0,S2A_MSIL2A_20170704T112111_47_0,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_08_08,"[""Broad-leaved forest"", ""Mixed forest"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_8_8,S2A_MSIL2A_20170704T112111_8_8,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_88_79,"[""Broad-leaved forest"", ""Coniferous forest"", ""Mixed forest"", ""Pastures""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_88_79,S2A_MSIL2A_20170613T101031_88_79,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_09_89,"[""Broad-leaved forest"", ""Coniferous forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_9_89,S2A_MSIL2A_20170617T113321_9_89,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_14_88,"[""Broad-leaved forest"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_14_88,S2A_MSIL2A_20170704T112111_14_88,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_23_83,"[""Broad-leaved forest"", ""Coniferous forest"", ""Mixed forest""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_23_83,S2A_MSIL2A_20170704T112111_23_83,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_22_82,"[""Arable land"", ""Broad-leaved forest"", ""Complex cultivation patterns"", ""Coniferous forest""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_22_82,S2A_MSIL2A_20170704T112111_22_82,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_86_65,"[""Broad-leaved forest"", ""Coniferous forest"", ""Mixed forest"", ""Transitional woodland, shrub""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_86_65,S2A_MSIL2A_20170701T093031_86_65,False,True,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_24_84,"[""Broad-leaved forest"", ""Coniferous forest"", ""Mixed forest""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_24_84,S2A_MSIL2A_20170704T112111_24_84,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_09_86,"[""Arable land"", ""Broad-leaved forest"", ""Complex cultivation patterns""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_9_86,S2A_MSIL2A_20170704T112111_9_86,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_19_88,"[""Broad-leaved forest"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_19_88,S2A_MSIL2A_20170704T112111_19_88,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_33_83,"[""Broad-leaved forest"", ""Mixed forest""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_33_83,S2A_MSIL2A_20170704T112111_33_83,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_30_81,"[""Broad-leaved forest"", ""Complex cultivation patterns"", ""Mixed forest"", ""Pastures""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_30_81,S2A_MSIL2A_20170704T112111_30_81,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_46_09,"[""Arable land"", ""Broad-leaved forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_46_9,S2A_MSIL2A_20170617T113321_46_9,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_82_42,"[""Arable land"", ""Broad-leaved forest"", ""Coniferous forest"", ""Mixed forest""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_82_42,S2A_MSIL2A_20170701T093031_82_42,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_05_89,"[""Broad-leaved forest"", ""Coastal wetlands"", ""Pastures""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_5_89,S2A_MSIL2A_20170704T112111_5_89,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_03_84,"[""Coastal wetlands"", ""Marine waters"", ""Pastures""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_3_84,S2A_MSIL2A_20170704T112111_3_84,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_02_84,"[""Coastal wetlands"", ""Inland waters"", ""Marine waters"", ""Pastures""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_2_84,S2A_MSIL2A_20170704T112111_2_84,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_04_85,"[""Arable land"", ""Coastal wetlands"", ""Pastures""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_4_85,S2A_MSIL2A_20170704T112111_4_85,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_01_83,"[""Coastal wetlands"", ""Inland waters"", ""Marine waters"", ""Pastures""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_1_83,S2A_MSIL2A_20170704T112111_1_83,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_01_84,"[""Coastal wetlands"", ""Inland waters"", ""Marine waters""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_1_84,S2A_MSIL2A_20170704T112111_1_84,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_04_84,"[""Arable land"", ""Coastal wetlands"", ""Pastures""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_4_84,S2A_MSIL2A_20170704T112111_4_84,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_30_84,"[""Arable land"", ""Coastal wetlands"", ""Inland waters"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_30_84,S2A_MSIL2A_20170617T113321_30_84,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_05_88,"[""Agro-forestry areas"", ""Broad-leaved forest"", ""Coastal wetlands"", ""Natural grassland and sparsely vegetated areas"", ""Pastures""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_5_88,S2A_MSIL2A_20170704T112111_5_88,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_02_85,"[""Coastal wetlands"", ""Marine waters""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_2_85,S2A_MSIL2A_20170704T112111_2_85,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
