patch_id,labels,split,country,s1_name,s2v1_name,contains_seasonal_snow,contains_cloud_or_shadow,s2_product,s1_product,s1_mission
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_20_88,"[""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_20_88,S2A_MSIL2A_20170617T113321_20_88,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_41_83,"[""Mixed forest"", ""Pastures""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_41_83,S2A_MSIL2A_20170704T112111_41_83,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_27_81,"[""Arable land"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_27_81,S2A_MSIL2A_20170617T113321_27_81,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_04_75,"[""Arable land"", ""Pastures""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_4_75,S2A_MSIL2A_20170704T112111_4_75,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_25_81,"[""Broad-leaved forest"", ""Coniferous forest"", ""Mixed forest""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_25_81,S2A_MSIL2A_20170704T112111_25_81,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_55_02,"[""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_55_2,S2A_MSIL2A_20170617T113321_55_2,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_89_89,"[""Broad-leaved forest"", ""Coniferous forest"", ""Mixed forest"", ""Transitional woodland, shrub""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_89_89,S2A_MSIL2A_20170613T101031_89_89,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_01_16,"[""Complex cultivation patterns"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Mixed forest""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_1_16,S2A_MSIL2A_20170704T112111_1_16,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_31_07,"[""Arable land"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_31_7,S2A_MSIL2A_20170617T113321_31_7,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_47_84,"[""Arable land"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_47_84,S2A_MSIL2A_20170617T113321_47_84,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_81_84,"[""Coniferous forest""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_81_84,S2A_MSIL2A_20170613T101031_81_84,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_07_74,"[""Arable land"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_7_74,S2A_MSIL2A_20170617T113321_7_74,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_05_15,"[""Complex cultivation patterns"", ""Mixed forest""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_5_15,S2A_MSIL2A_20170704T112111_5_15,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_11_76,"[""Coniferous forest"", ""Pastures"", ""Transitional woodland, shrub""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_11_76,S2A_MSIL2A_20170617T113321_11_76,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_86_23,"[""Coniferous forest"", ""Mixed forest"", ""Transitional woodland, shrub""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_86_23,S2A_MSIL2A_20170701T093031_86_23,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_43_80,"[""Broad-leaved forest"", ""Mixed forest""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_43_80,S2A_MSIL2A_20170704T112111_43_80,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_12_25,"[""Pastures"", ""Transitional woodland, shrub""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_12_25,S2A_MSIL2A_20170617T113321_12_25,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_13_11,"[""Broad-leaved forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_13_11,S2A_MSIL2A_20170704T112111_13_11,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_89_58,"[""Arable land"", ""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_89_58,S2A_MSIL2A_20170613T101031_89_58,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_04_60,"[""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_4_60,S2A_MSIL2A_20170617T113321_4_60,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_79_27,"[""Arable land"", ""Complex cultivation patterns"", ""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Pastures""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_79_27,S2A_MSIL2A_20170613T101031_79_27,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_10_37,"[""Broad-leaved forest"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_10_37,S2A_MSIL2A_20170704T112111_10_37,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_86_53,"[""Coniferous forest"", ""Mixed forest"", ""Transitional woodland, shrub""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_86_53,S2A_MSIL2A_20170701T093031_86_53,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_21_04,"[""Pastures"", ""Transitional woodland, shrub""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_21_4,S2A_MSIL2A_20170617T113321_21_4,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_57_00,"[""Broad-leaved forest"", ""Coniferous forest"", ""Mixed forest""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_57_0,S2A_MSIL2A_20170701T093031_57_0,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_80_65,"[""Broad-leaved forest"", ""Coniferous forest"", ""Mixed forest"", ""Transitional woodland, shrub""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_80_65,S2A_MSIL2A_20170701T093031_80_65,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_65_06,"[""Coniferous forest"", ""Transitional woodland, shrub""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_65_6,S2A_MSIL2A_20170701T093031_65_6,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_02_35,"[""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_2_35,S2A_MSIL2A_20170617T113321_2_35,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_19_04,"[""Complex cultivation patterns"", ""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Mixed forest"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_19_4,S2A_MSIL2A_20170704T112111_19_4,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_80_88,"[""Coniferous forest"", ""Mixed forest"", ""Transitional woodland, shrub""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_80_88,S2A_MSIL2A_20170613T101031_80_88,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_08_30,"[""Broad-leaved forest"", ""Mixed forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_8_30,S2A_MSIL2A_20170617T113321_8_30,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_80_70,"[""Arable land"", ""Complex cultivation patterns"", ""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Mixed forest""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_80_70,S2A_MSIL2A_20170613T101031_80_70,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_03_69,"[""Arable land""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_3_69,S2A_MSIL2A_20170704T112111_3_69,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_58_04,"[""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_58_4,S2A_MSIL2A_20170617T113321_58_4,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_12_43,"[""Arable land"", ""Complex cultivation patterns"", ""Land principally occupied by agriculture, with significant areas of natural vegetation""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_12_43,S2A_MSIL2A_20170704T112111_12_43,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_12_20,"[""Arable land"", ""Complex cultivation patterns"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_12_20,S2A_MSIL2A_20170617T113321_12_20,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_05_69,"[""Broad-leaved forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_5_69,S2A_MSIL2A_20170617T113321_5_69,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_31_05,"[""Arable land"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_31_5,S2A_MSIL2A_20170617T113321_31_5,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_50_90,"[""Arable land"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_50_90,S2A_MSIL2A_20170617T113321_50_90,False,True,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_11_50,"[""Complex cultivation patterns"", ""Land principally occupied by agriculture, with significant areas of natural vegetation""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_11_50,S2A_MSIL2A_20170704T112111_11_50,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_29_84,"[""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_29_84,S2A_MSIL2A_20170617T113321_29_84,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_87,"[""Mixed forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_87,S2A_MSIL2A_20170617T113321_17_87,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_12_28,"[""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_12_28,S2A_MSIL2A_20170704T112111_12_28,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_54_84,"[""Coniferous forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_54_84,S2A_MSIL2A_20170617T113321_54_84,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_56_03,"[""Coniferous forest"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_56_3,S2A_MSIL2A_20170704T112111_56_3,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_81_28,"[""Coniferous forest"", ""Mixed forest"", ""Transitional woodland, shrub""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_81_28,S2A_MSIL2A_20170701T093031_81_28,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_47_85,"[""Arable land"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_47_85,S2A_MSIL2A_20170617T113321_47_85,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_78_20,"[""Arable land"", ""Coniferous forest"", ""Pastures""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165108_33UUP_78_20,S2A_MSIL2A_20170613T101031_78_20,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165108,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_32_80,"[""Mixed forest"", ""Pastures""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_32_80,S2A_MSIL2A_20170704T112111_32_80,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_87_89,"[""Broad-leaved forest"", ""Mixed forest"", ""Pastures""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_87_89,S2A_MSIL2A_20170613T101031_87_89,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_45_10,"[""Broad-leaved forest"", ""Complex cultivation patterns"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_45_10,S2A_MSIL2A_20170704T112111_45_10,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_83_65,"[""Arable land"", ""Complex cultivation patterns"", ""Coniferous forest""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_83_65,S2A_MSIL2A_20170613T101031_83_65,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_02_08,"[""Coniferous forest"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_2_8,S2A_MSIL2A_20170704T112111_2_8,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_86_67,"[""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Mixed forest""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_86_67,S2A_MSIL2A_20170613T101031_86_67,False,True,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_05_58,"[""Complex cultivation patterns"", ""Mixed forest""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_5_58,S2A_MSIL2A_20170704T112111_5_58,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_04_28,"[""Arable land"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_4_28,S2A_MSIL2A_20170617T113321_4_28,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_07_79,"[""Arable land"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_7_79,S2A_MSIL2A_20170617T113321_7_79,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_81_06,"[""Coniferous forest"", ""Transitional woodland, shrub""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_81_6,S2A_MSIL2A_20170701T093031_81_6,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_82_50,"[""Arable land"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Mixed forest"", ""Pastures""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_82_50,S2A_MSIL2A_20170613T101031_82_50,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_25_04,"[""Arable land"", ""Coniferous forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_25_4,S2A_MSIL2A_20170617T113321_25_4,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_00_62,"[""Arable land"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_0_62,S2A_MSIL2A_20170617T113321_0_62,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_20_04,"[""Pastures"", ""Transitional woodland, shrub""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_20_4,S2A_MSIL2A_20170617T113321_20_4,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_78_51,"[""Coniferous forest"", ""Mixed forest""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_78_51,S2A_MSIL2A_20170701T093031_78_51,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_05_11,"[""Broad-leaved forest"", ""Complex cultivation patterns""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_5_11,S2A_MSIL2A_20170704T112111_5_11,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_86_63,"[""Arable land"", ""Complex cultivation patterns"", ""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_86_63,S2A_MSIL2A_20170613T101031_86_63,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_79_74,"[""Broad-leaved forest"", ""Complex cultivation patterns"", ""Mixed forest""]",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_79_74,S2A_MSIL2A_20170613T101031_79_74,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_16_02,"[""Mixed forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_16_2,S2A_MSIL2A_20170617T113321_16_2,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_41_07,"[""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_41_7,S2A_MSIL2A_20170617T113321_41_7,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_59_06,"[""Coniferous forest""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_59_6,S2A_MSIL2A_20170617T113321_59_6,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_25_87,"[""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_25_87,S2A_MSIL2A_20170617T113321_25_87,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_80_50,"[""Coniferous forest"", ""Mixed forest"", ""Transitional woodland, shrub""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_80_50,S2A_MSIL2A_20170701T093031_80_50,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_88_27,"[""Coniferous forest"", ""Mixed forest"", ""Transitional woodland, shrub""]",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_88_27,S2A_MSIL2A_20170701T093031_88_27,False,False,S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK,S1A_IW_GRDH_1SDV_20170630T152421,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_02_63,"[""Arable land"", ""Broad-leaved forest"", ""Complex cultivation patterns"", ""Transitional woodland, shrub""]",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_2_63,S2A_MSIL2A_20170704T112111_2_63,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
