patch_id,labels,split,country,s1_name,s2v1_name,contains_seasonal_snow,contains_cloud_or_shadow,s2_product,s1_product,s1_mission
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_16,"[""Arable land"", ""Complex cultivation patterns"", ""Mixed forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_17_16,S2A_MSIL2A_20170617T113321_17_16,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_18,"[""Arable land"", ""Complex cultivation patterns"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_18,S2A_MSIL2A_20170617T113321_17_18,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_19,"[""Arable land"", ""Mixed forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_19,S2A_MSIL2A_20170617T113321_17_19,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_20,"[""Arable land"", ""Complex cultivation patterns"", ""Mixed forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_20,S2A_MSIL2A_20170617T113321_17_20,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_21,"[""Arable land"", ""Complex cultivation patterns"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_21,S2A_MSIL2A_20170617T113321_17_21,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_22,"[""Arable land"", ""Complex cultivation patterns"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_22,S2A_MSIL2A_20170617T113321_17_22,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_23,"[""Arable land"", ""Complex cultivation patterns"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_23,S2A_MSIL2A_20170617T113321_17_23,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_24,"[""Arable land"", ""Complex cultivation patterns"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_24,S2A_MSIL2A_20170617T113321_17_24,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_25,"[""Arable land"", ""Complex cultivation patterns"", ""Pastures"", ""Transitional woodland, shrub""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_25,S2A_MSIL2A_20170617T113321_17_25,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_26,"[""Arable land"", ""Coniferous forest"", ""Pastures"", ""Transitional woodland, shrub""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_26,S2A_MSIL2A_20170617T113321_17_26,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_27,"[""Coniferous forest"", ""Pastures"", ""Transitional woodland, shrub""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_27,S2A_MSIL2A_20170617T113321_17_27,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_28,"[""Coniferous forest"", ""Pastures"", ""Transitional woodland, shrub""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_28,S2A_MSIL2A_20170617T113321_17_28,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_29,"[""Coniferous forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_29,S2A_MSIL2A_20170617T113321_17_29,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_30,"[""Coniferous forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_30,S2A_MSIL2A_20170617T113321_17_30,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_31,"[""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_31,S2A_MSIL2A_20170617T113321_17_31,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_32,"[""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_32,S2A_MSIL2A_20170617T113321_17_32,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_33,"[""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Pastures"", ""Transitional woodland, shrub""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_33,S2A_MSIL2A_20170617T113321_17_33,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_34,"[""Coniferous forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_34,S2A_MSIL2A_20170617T113321_17_34,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_35,"[""Pastures"", ""Transitional woodland, shrub""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_35,S2A_MSIL2A_20170617T113321_17_35,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_36,"[""Coniferous forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_36,S2A_MSIL2A_20170617T113321_17_36,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_37,"[""Coniferous forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_37,S2A_MSIL2A_20170617T113321_17_37,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_38,"[""Broad-leaved forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_38,S2A_MSIL2A_20170617T113321_17_38,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_39,"[""Broad-leaved forest"", ""Pastures"", ""Urban fabric""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_39,S2A_MSIL2A_20170617T113321_17_39,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_41,"[""Broad-leaved forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_41,S2A_MSIL2A_20170617T113321_17_41,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_42,"[""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_42,S2A_MSIL2A_20170617T113321_17_42,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_43,"[""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_43,S2A_MSIL2A_20170617T113321_17_43,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_44,"[""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_44,S2A_MSIL2A_20170617T113321_17_44,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_45,"[""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_45,S2A_MSIL2A_20170617T113321_17_45,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_46,"[""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Pastures"", ""Transitional woodland, shrub""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_46,S2A_MSIL2A_20170617T113321_17_46,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_47,"[""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Pastures"", ""Transitional woodland, shrub""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_47,S2A_MSIL2A_20170617T113321_17_47,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_48,"[""Broad-leaved forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_48,S2A_MSIL2A_20170617T113321_17_48,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_49,"[""Arable land"", ""Broad-leaved forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_49,S2A_MSIL2A_20170617T113321_17_49,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_50,"[""Arable land"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_50,S2A_MSIL2A_20170617T113321_17_50,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_51,"[""Arable land"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_51,S2A_MSIL2A_20170617T113321_17_51,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_52,"[""Arable land"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_52,S2A_MSIL2A_20170617T113321_17_52,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_53,"[""Arable land"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_53,S2A_MSIL2A_20170617T113321_17_53,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_54,"[""Arable land"", ""Industrial or commercial units"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_54,S2A_MSIL2A_20170617T113321_17_54,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_55,"[""Arable land"", ""Industrial or commercial units"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_55,S2A_MSIL2A_20170617T113321_17_55,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_56,"[""Arable land"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_56,S2A_MSIL2A_20170617T113321_17_56,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_57,"[""Arable land"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_57,S2A_MSIL2A_20170617T113321_17_57,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_58,"[""Arable land"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_58,S2A_MSIL2A_20170617T113321_17_58,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_59,"[""Arable land"", ""Complex cultivation patterns"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_59,S2A_MSIL2A_20170617T113321_17_59,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_60,"[""Arable land"", ""Complex cultivation patterns"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_60,S2A_MSIL2A_20170617T113321_17_60,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_61,"[""Arable land"", ""Complex cultivation patterns"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_61,S2A_MSIL2A_20170617T113321_17_61,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_62,"[""Arable land"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_62,S2A_MSIL2A_20170617T113321_17_62,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_63,"[""Arable land"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_63,S2A_MSIL2A_20170617T113321_17_63,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_64,"[""Broad-leaved forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_64,S2A_MSIL2A_20170617T113321_17_64,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_65,"[""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_65,S2A_MSIL2A_20170617T113321_17_65,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_66,"[""Arable land"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_66,S2A_MSIL2A_20170617T113321_17_66,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_67,"[""Arable land"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_67,S2A_MSIL2A_20170617T113321_17_67,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_68,"[""Arable land"", ""Complex cultivation patterns"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_68,S2A_MSIL2A_20170617T113321_17_68,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_69,"[""Arable land"", ""Complex cultivation patterns"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_69,S2A_MSIL2A_20170617T113321_17_69,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_70,"[""Arable land"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_70,S2A_MSIL2A_20170617T113321_17_70,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_71,"[""Arable land"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_71,S2A_MSIL2A_20170617T113321_17_71,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_72,"[""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_72,S2A_MSIL2A_20170617T113321_17_72,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_73,"[""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_73,S2A_MSIL2A_20170617T113321_17_73,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_74,"[""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_74,S2A_MSIL2A_20170617T113321_17_74,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_75,"[""Inland wetlands"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_75,S2A_MSIL2A_20170617T113321_17_75,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_76,"[""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_76,S2A_MSIL2A_20170617T113321_17_76,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_77,"[""Coniferous forest"", ""Pastures""]",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_77,S2A_MSIL2A_20170617T113321_17_77,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_78,"[""Coniferous forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_78,S2A_MSIL2A_20170617T113321_17_78,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_79,"[""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_79,S2A_MSIL2A_20170617T113321_17_79,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_80,"[""Coniferous forest"", ""Pastures"", ""Transitional woodland, shrub""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_80,S2A_MSIL2A_20170617T113321_17_80,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_81,"[""Coniferous forest"", ""Pastures"", ""Transitional woodland, shrub""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_81,S2A_MSIL2A_20170617T113321_17_81,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_82,"[""Coniferous forest"", ""Pastures"", ""Transitional woodland, shrub""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_82,S2A_MSIL2A_20170617T113321_17_82,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_83,"[""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_83,S2A_MSIL2A_20170617T113321_17_83,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_84,"[""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_84,S2A_MSIL2A_20170617T113321_17_84,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_85,"[""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_85,S2A_MSIL2A_20170617T113321_17_85,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_86,"[""Mixed forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_86,S2A_MSIL2A_20170617T113321_17_86,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_87,"[""Mixed forest"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_87,S2A_MSIL2A_20170617T113321_17_87,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_88,"[""Arable land"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_88,S2A_MSIL2A_20170617T113321_17_88,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_89,"[""Arable land"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_89,S2A_MSIL2A_20170617T113321_17_89,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_90,"[""Inland waters"", ""Pastures""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_90,S2A_MSIL2A_20170617T113321_17_90,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_18_00,"[""Inland wetlands"", ""Mixed forest"", ""Transitional woodland, shrub""]",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_18_0,S2A_MSIL2A_20170617T113321_18_0,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
